method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_adaptive,homo,10,50,456,1000,2.514,2.656,0.9846666666666625,4.074,0.12606977386648469,0.048923460187834944,2.2351743643954936
consec_L2,homo,10,50,456,1000,2.527,2.656,0.987999999999996,3.832,0.14388515340438718,0.048149003970121694,1.8081787981840964
consec_L4,homo,10,50,456,1000,2.528,2.656,0.9898333333333289,3.98,0.12299351462502331,0.04986674114123247,0.5116543334081374
oracle,homo,10,50,789,1000,2.672,2.661,1.0441666666666636,2.311,0.23600682373182333,0.0,0.0
mfg_no_excl,homo,10,50,789,1000,2.665,2.661,1.0391666666666637,2.359,0.23271411677847423,0.0,0.0
self_excl_only,homo,10,50,789,1000,2.66,2.661,1.0353333333333303,2.361,0.23430613332745664,0.0,0.0
ema_fixed_low,homo,10,50,789,1000,2.513,2.661,0.9816666666666618,4.104,0.12962561297902556,0.04946703346149346,2.3066132951316796
ema_fixed_high,homo,10,50,789,1000,2.53,2.661,0.9834999999999959,3.655,0.1458728272974017,0.0460735510110289,3.7405287328211907
ema_adaptive,homo,10,50,789,1000,2.518,2.661,0.9819999999999959,4.142,0.1270860530164714,0.04953606064847692,2.2656975114196083
consec_L2,homo,10,50,789,1000,2.55,2.661,0.9933333333333292,3.721,0.1387499363521794,0.047060668894106115,1.7164305826066928
consec_L4,homo,10,50,789,1000,2.506,2.661,0.9746666666666627,4.072,0.12493556482478976,0.049730626557382515,0.49809893895514584
oracle,homo,10,50,1234,1000,2.655,2.664,1.0323333333333304,2.42,0.23532905419743613,0.0,0.0
mfg_no_excl,homo,10,50,1234,1000,2.663,2.664,1.0373333333333303,2.419,0.23107608012902095,0.0,0.0
self_excl_only,homo,10,50,1234,1000,2.64,2.664,1.0274999999999965,2.47,0.23069144882894888,0.0,0.0
ema_fixed_low,homo,10,50,1234,1000,2.53,2.664,0.9881666666666622,4.042,0.12129953514407878,0.04871745371869783,2.2274412612155654
ema_fixed_high,homo,10,50,1234,1000,2.533,2.664,0.988499999999995,3.664,0.14513893191431884,0.0469529166049951,3.7777086706851786
ema_adaptive,homo,10,50,1234,1000,2.508,2.664,0.9768333333333284,4.104,0.12744606770078942,0.049303971845421846,2.3067529020085558
consec_L2,homo,10,50,1234,1000,2.548,2.664,0.9931666666666622,3.771,0.14378104699308286,0.04793448517082661,1.7210201428172767
consec_L4,homo,10,50,1234,1000,2.477,2.664,0.9654999999999956,4.375,0.12412570329679329,0.050149516780777226,0.5396175348632085
oracle,homo,10,100,42,1000,5.642,5.599,1.0164833333333412,5.012,0.24234974783491453,0.0,0.0
mfg_no_excl,homo,10,100,42,1000,5.68,5.599,1.0234333333333412,4.808,0.24495250531697446,0.0,0.0
self_excl_only,homo,10,100,42,1000,5.657,5.599,1.019000000000008,4.944,0.24223933952733856,0.0,0.0
ema_fixed_low,homo,10,100,42,1000,5.28,5.599,0.9509166666666732,10.875,0.09351377619634955,0.07574988983472111,3.3437022759121753
ema_fixed_high,homo,10,100,42,1000,5.397,5.599,0.9718666666666741,9.129,0.11888024102584352,0.06942430011523668,3.82764307388853
ema_adaptive,homo,10,100,42,1000,5.294,5.599,0.9537333333333409,10.68,0.08994279112452029,0.07663261229190252,3.1821831742523194
consec_L2,homo,10,100,42,1000,5.381,5.599,0.9693833333333407,9.316,0.11680693277116806,0.07155541877024041,2.016981817334136
consec_L4,homo,10,100,42,1000,5.222,5.599,0.9406333333333398,11.468,0.08804231895461977,0.08076478938865964,0.9613339978360271
oracle,homo,10,100,123,1000,5.671,5.63,1.015400000000007,4.775,0.2476599792985696,0.0,0.0
mfg_no_excl,homo,10,100,123,1000,5.66,5.63,1.013300000000008,4.902,0.2473274875851784,0.0,0.0
self_excl_only,homo,10,100,123,1000,5.659,5.63,1.0130833333333407,4.757,0.25493869816338877,0.0,0.0
ema_fixed_low,homo,10,100,123,1000,5.273,5.63,0.9438500000000064,10.948,0.09307580731768575,0.07565609506958307,3.328414260293389
ema_fixed_high,homo,10,100,123,1000,5.36,5.63,0.9596500000000079,9.344,0.12160355049116045,0.0692928192204842,3.878765603258862
ema_adaptive,homo,10,100,123,1000,5.271,5.63,0.9433500000000061,10.889,0.09421352153580019,0.07718776684081442,3.247246380781579
consec_L2,homo,10,100,123,1000,5.374,5.63,0.9619833333333403,9.488,0.11672598146545597,0.07072504579402834,2.0801997341130423
consec_L4,homo,10,100,123,1000,5.212,5.63,0.9334166666666732,11.476,0.0887065907653053,0.08048546635953997,0.9646504216448013
oracle,homo,10,100,456,1000,5.629,5.654,1.003016666666674,4.978,0.2561244186757489,0.0,0.0
mfg_no_excl,homo,10,100,456,1000,5.648,5.654,1.0065333333333408,4.842,0.2498536535387738,0.0,0.0
self_excl_only,homo,10,100,456,1000,5.639,5.654,1.0048000000000077,4.93,0.25230801261075336,0.0,0.0
ema_fixed_low,homo,10,100,456,1000,5.267,5.654,0.9387833333333401,11.033,0.09302864129390567,0.07598928248772302,3.348836636174722
ema_fixed_high,homo,10,100,456,1000,5.382,5.654,0.9588833333333402,9.25,0.1236942710111605,0.06917455853944247,3.8489196501339
ema_adaptive,homo,10,100,456,1000,5.274,5.654,0.9399500000000067,10.772,0.09296555357008096,0.07599756150542632,3.2515179850719638
consec_L2,homo,10,100,456,1000,5.342,5.654,0.9514166666666725,9.607,0.11926211171236004,0.07114880475879484,2.1043435563071493
consec_L4,homo,10,100,456,1000,5.266,5.654,0.9386500000000065,11.037,0.08486347524996884,0.07983815833720738,0.9317422931642775
oracle,homo,10,100,789,1000,5.669,5.649,1.0118333333333407,4.809,0.24508957175513754,0.0,0.0
mfg_no_excl,homo,10,100,789,1000,5.639,5.649,1.006533333333341,4.948,0.25123928064970386,0.0,0.0
self_excl_only,homo,10,100,789,1000,5.661,5.649,1.0102166666666745,4.87,0.2489497597355364,0.0,0.0
ema_fixed_low,homo,10,100,789,1000,5.276,5.649,0.9409833333333403,10.739,0.0943129036804504,0.07653562614855847,3.2646128846513167
ema_fixed_high,homo,10,100,789,1000,5.382,5.649,0.9601833333333406,9.205,0.1187739761273377,0.0688434687279807,3.8092617994169315
ema_adaptive,homo,10,100,789,1000,5.288,5.649,0.9436666666666734,10.65,0.09206709913402632,0.07695119303449297,3.1807720151907044
consec_L2,homo,10,100,789,1000,5.369,5.649,0.9582333333333416,9.495,0.11640678315285986,0.07115635044292179,2.0386240955076884
consec_L4,homo,10,100,789,1000,5.245,5.649,0.9355500000000069,11.249,0.08678799090394813,0.07985924316065883,0.9634292240259079
oracle,homo,10,100,1234,1000,5.642,5.662,1.0041000000000067,4.966,0.24832845900033437,0.0,0.0
mfg_no_excl,homo,10,100,1234,1000,5.655,5.662,1.006616666666674,4.895,0.24712573253770528,0.0,0.0
self_excl_only,homo,10,100,1234,1000,5.682,5.662,1.0109000000000072,4.974,0.2419326251324983,0.0,0.0
ema_fixed_low,homo,10,100,1234,1000,5.328,5.662,0.9483166666666731,10.486,0.08931052990321435,0.07643103080552896,3.1649052916494336
ema_fixed_high,homo,10,100,1234,1000,5.425,5.662,0.9659666666666743,8.971,0.1161799784219167,0.06891488183820293,3.762922012230707
ema_adaptive,homo,10,100,1234,1000,5.28,5.662,0.9396000000000078,10.684,0.0927271529645026,0.07583605286096659,3.219159991370973
consec_L2,homo,10,100,1234,1000,5.38,5.662,0.9570833333333404,9.404,0.11779021079194701,0.07121023448420885,2.0420347997991093
consec_L4,homo,10,100,1234,1000,5.212,5.662,0.9276666666666727,11.71,0.08800028193523245,0.08010924132878512,0.9659865452410533
oracle,homo,10,200,42,1000,10.0,10.0,1.0,7.267,0.22989148815441088,0.0,0.0
mfg_no_excl,homo,10,200,42,1000,10.0,10.0,1.0,6.999,0.23632366941696312,0.0,0.0
self_excl_only,homo,10,200,42,1000,10.0,10.0,1.0,7.255,0.23685259802649955,0.0,0.0
ema_fixed_low,homo,10,200,42,1000,10.0,10.0,1.0,24.012,0.06456353094563307,0.1883070456810856,2.68410161607892
ema_fixed_high,homo,10,200,42,1000,9.999,10.0,0.9999,19.91,0.08409151363346673,0.17665760489095184,2.7953919479149563
ema_adaptive,homo,10,200,42,1000,9.998,10.0,0.9997999999999999,23.917,0.06327966179946798,0.19009280268259807,2.625584676821406
consec_L2,homo,10,200,42,1000,9.994,10.0,0.9993999999999998,20.208,0.08288235692151982,0.17333355719294116,1.6374437742753285
consec_L4,homo,10,200,42,1000,9.974,10.0,0.9973999999999995,27.37,0.05425123815871434,0.20104014403911402,0.896181523697837
oracle,homo,10,200,123,1000,10.0,10.0,1.0,6.919,0.24008884092820842,0.0,0.0
mfg_no_excl,homo,10,200,123,1000,10.0,10.0,1.0,7.103,0.23581593186625813,0.0,0.0
self_excl_only,homo,10,200,123,1000,10.0,10.0,1.0,6.987,0.24452350352000254,0.0,0.0
ema_fixed_low,homo,10,200,123,1000,10.0,10.0,1.0,24.33,0.06640990554613754,0.18822787668120924,2.6926840494138267
ema_fixed_high,homo,10,200,123,1000,10.0,10.0,1.0,20.016,0.08516542396086005,0.175548859074314,2.8249717877706653
ema_adaptive,homo,10,200,123,1000,9.999,10.0,0.9999,24.195,0.06706923374393733,0.18831771988777785,2.671723269125109
consec_L2,homo,10,200,123,1000,9.999,10.0,0.9999,20.267,0.08380791553946519,0.17448145962379655,1.6526080483306307
consec_L4,homo,10,200,123,1000,9.975,10.0,0.9974999999999996,27.645,0.05519433788687004,0.19876006990459408,0.9079802403810441
oracle,homo,10,200,456,1000,10.0,10.0,1.0,7.187,0.24421884056297474,0.0,0.0
mfg_no_excl,homo,10,200,456,1000,10.0,10.0,1.0,7.014,0.2375907273454811,0.0,0.0
self_excl_only,homo,10,200,456,1000,10.0,10.0,1.0,7.258,0.24121504960279475,0.0,0.0
ema_fixed_low,homo,10,200,456,1000,10.0,10.0,1.0,24.315,0.06461952047254278,0.18939687367313413,2.689910181534854
ema_fixed_high,homo,10,200,456,1000,9.999,10.0,0.9999,20.261,0.08783143492492779,0.17704361196527096,2.8185245695208994
ema_adaptive,homo,10,200,456,1000,9.997,10.0,0.9996999999999999,23.96,0.06469375245136084,0.1888312554062632,2.6533957577527834
consec_L2,homo,10,200,456,1000,9.996,10.0,0.9995999999999999,20.534,0.08441394759765805,0.17421367634622112,1.667610060190599
consec_L4,homo,10,200,456,1000,9.97,10.0,0.9969999999999994,27.007,0.05319867817998452,0.20123255045865365,0.8882305445357723
oracle,homo,10,200,789,1000,10.0,10.0,1.0,7.004,0.2365674476930011,0.0,0.0
mfg_no_excl,homo,10,200,789,1000,10.0,10.0,1.0,7.213,0.23882501019141944,0.0,0.0
self_excl_only,homo,10,200,789,1000,10.0,10.0,1.0,7.041,0.23858380879198204,0.0,0.0
ema_fixed_low,homo,10,200,789,1000,10.0,10.0,1.0,24.252,0.06549507230177695,0.19171423313079242,2.652391902515827
ema_fixed_high,homo,10,200,789,1000,9.999,10.0,0.9999,19.946,0.08638374944233086,0.17578234228264464,2.794857029725634
ema_adaptive,homo,10,200,789,1000,10.0,10.0,1.0,24.068,0.0629901000078046,0.1888796325703393,2.6366599280998906
consec_L2,homo,10,200,789,1000,9.998,10.0,0.9997999999999999,20.075,0.08309068294674,0.1749291349352046,1.6357544071482168
consec_L4,homo,10,200,789,1000,9.968,10.0,0.9967999999999994,27.458,0.054739017887706576,0.20171677317383052,0.8977742684861825
oracle,homo,10,200,1234,1000,10.0,10.0,1.0,7.134,0.23825815012900078,0.0,0.0
mfg_no_excl,homo,10,200,1234,1000,10.0,10.0,1.0,6.967,0.2395816279391516,0.0,0.0
self_excl_only,homo,10,200,1234,1000,10.0,10.0,1.0,7.118,0.23307299781624308,0.0,0.0
ema_fixed_low,homo,10,200,1234,1000,9.995,10.0,0.9995,23.844,0.06275025929401681,0.1926669059931762,2.5836843311520834
ema_fixed_high,homo,10,200,1234,1000,9.999,10.0,0.9999,19.72,0.08395993643281073,0.17731324608607096,2.7708113805862893
ema_adaptive,homo,10,200,1234,1000,9.999,10.0,0.9999,24.045,0.06374024222370425,0.19212393068851627,2.6367502480316607
consec_L2,homo,10,200,1234,1000,9.993,10.0,0.9992999999999999,20.116,0.08256616713838083,0.17425439736438816,1.6395545062208514
consec_L4,homo,10,200,1234,1000,9.967,10.0,0.9966999999999995,27.813,0.054795720842366856,0.1984774430504113,0.8982933550054645
oracle,homo,20,20,42,1000,0.929,0.947,0.883,0.944,0.18441666666666665,0.0,0.0
mfg_no_excl,homo,20,20,42,1000,0.939,0.947,0.888,0.866,0.18268333333333348,0.0,0.0
self_excl_only,homo,20,20,42,1000,0.94,0.947,0.891,0.909,0.18218333333333353,0.0,0.0
ema_fixed_low,homo,20,20,42,1000,0.896,0.947,0.853,1.219,0.13778333333333342,0.014267743255453833,2.2358333333333342
ema_fixed_high,homo,20,20,42,1000,0.922,0.947,0.876,1.084,0.13614999999999983,0.013902482927532616,6.490766666666681
ema_adaptive,homo,20,20,42,1000,0.911,0.947,0.862,1.15,0.1366499999999999,0.013832840379608554,5.205333333333334
consec_L2,homo,20,20,42,1000,0.909,0.947,0.862,1.127,0.13785000000000003,0.01436245862480291,1.9453333333333358
consec_L4,homo,20,20,42,1000,0.891,0.947,0.842,1.274,0.1323833333333334,0.014570531711463488,0.39466666666666644
oracle,homo,20,20,123,1000,0.938,0.933,0.874,0.893,0.17660000000000006,0.0,0.0
mfg_no_excl,homo,20,20,123,1000,0.95,0.933,0.888,0.866,0.17903333333333332,0.0,0.0
self_excl_only,homo,20,20,123,1000,0.94,0.933,0.877,0.912,0.1849333333333336,0.0,0.0
ema_fixed_low,homo,20,20,123,1000,0.896,0.933,0.835,1.243,0.14186666666666672,0.01440907156636142,2.44145
ema_fixed_high,homo,20,20,123,1000,0.917,0.933,0.852,1.156,0.13863333333333322,0.014018948344981191,6.790633333333354
ema_adaptive,homo,20,20,123,1000,0.882,0.933,0.818,1.274,0.1570333333333333,0.014331203826677805,5.653333333333335
consec_L2,homo,20,20,123,1000,0.901,0.933,0.841,1.222,0.13031666666666666,0.014406643133300357,2.078666666666668
consec_L4,homo,20,20,123,1000,0.903,0.933,0.845,1.198,0.13381666666666658,0.014367639541625912,0.29333333333333333
oracle,homo,20,20,456,1000,0.937,0.939,0.878,0.873,0.18278333333333327,0.0,0.0
mfg_no_excl,homo,20,20,456,1000,0.928,0.939,0.872,0.89,0.18220000000000008,0.0,0.0
self_excl_only,homo,20,20,456,1000,0.936,0.939,0.88,0.917,0.17803333333333335,0.0,0.0
ema_fixed_low,homo,20,20,456,1000,0.899,0.939,0.845,1.202,0.13453333333333337,0.014337195250696523,2.2189499999999995
ema_fixed_high,homo,20,20,456,1000,0.919,0.939,0.862,1.184,0.14851666666666669,0.014126817898285158,7.077216666666689
ema_adaptive,homo,20,20,456,1000,0.92,0.939,0.865,1.127,0.12959999999999997,0.013679901542944871,5.151333333333333
consec_L2,homo,20,20,456,1000,0.922,0.939,0.863,1.165,0.13623333333333332,0.014342310325940176,1.9280000000000017
consec_L4,homo,20,20,456,1000,0.895,0.939,0.84,1.207,0.12771666666666667,0.01416247230601953,0.2833333333333334
oracle,homo,20,20,789,1000,0.95,0.93,0.884,0.837,0.18015,0.0,0.0
mfg_no_excl,homo,20,20,789,1000,0.948,0.93,0.88,0.861,0.1726000000000002,0.0,0.0
self_excl_only,homo,20,20,789,1000,0.942,0.93,0.876,0.832,0.17086666666666667,0.0,0.0
ema_fixed_low,homo,20,20,789,1000,0.9,0.93,0.841,1.244,0.1293166666666667,0.01422924601189613,2.3282000000000007
ema_fixed_high,homo,20,20,789,1000,0.914,0.93,0.851,1.19,0.1414666666666667,0.013985501225492764,7.12085000000002
ema_adaptive,homo,20,20,789,1000,0.906,0.93,0.844,1.163,0.13278333333333325,0.013854940695586912,5.163333333333335
consec_L2,homo,20,20,789,1000,0.909,0.93,0.848,1.153,0.1466166666666667,0.014652177886302785,1.9790000000000014
consec_L4,homo,20,20,789,1000,0.906,0.93,0.843,1.205,0.12911666666666663,0.0142294902972103,0.32
oracle,homo,20,20,1234,1000,0.939,0.933,0.878,0.889,0.1763500000000001,0.0,0.0
mfg_no_excl,homo,20,20,1234,1000,0.932,0.933,0.869,0.997,0.17996666666666686,0.0,0.0
self_excl_only,homo,20,20,1234,1000,0.933,0.933,0.871,0.964,0.17038333333333341,0.0,0.0
ema_fixed_low,homo,20,20,1234,1000,0.899,0.933,0.838,1.22,0.1293666666666667,0.01398211715034377,2.389833333333334
ema_fixed_high,homo,20,20,1234,1000,0.913,0.933,0.847,1.137,0.1426333333333333,0.014165912126820689,6.715383333333351
ema_adaptive,homo,20,20,1234,1000,0.898,0.933,0.838,1.265,0.14510000000000003,0.014133118305558337,5.525333333333332
consec_L2,homo,20,20,1234,1000,0.911,0.933,0.853,1.165,0.13686666666666655,0.014325816696269837,1.9663333333333366
consec_L4,homo,20,20,1234,1000,0.885,0.933,0.823,1.29,0.13169999999999996,0.014384937357253838,0.38533333333333325
oracle,homo,20,50,42,1000,2.629,2.62,1.0424999999999978,2.618,0.22947540156352048,0.0,0.0
mfg_no_excl,homo,20,50,42,1000,2.655,2.62,1.053499999999997,2.422,0.23226841051105726,0.0,0.0
self_excl_only,homo,20,50,42,1000,2.641,2.62,1.0468333333333308,2.533,0.23776664105588227,0.0,0.0
ema_fixed_low,homo,20,50,42,1000,2.514,2.62,0.9989999999999959,4.106,0.13818752135377543,0.02086529680690131,4.93464859510115
ema_fixed_high,homo,20,50,42,1000,2.527,2.62,1.005666666666662,3.735,0.15566392991253675,0.019553528623958333,8.060377728772773
ema_adaptive,homo,20,50,42,1000,2.504,2.62,0.9944999999999957,4.059,0.13676760516315495,0.020571421799503137,5.0660724386552545
consec_L2,homo,20,50,42,1000,2.516,2.62,1.0004999999999957,3.842,0.15588830096202388,0.020525706630546904,3.712173640905879
consec_L4,homo,20,50,42,1000,2.478,2.62,0.9824999999999958,4.301,0.13375559927090785,0.02152982306497372,1.130122369148701
oracle,homo,20,50,123,1000,2.6,2.631,1.0298333333333294,2.576,0.24390459165017953,0.0,0.0
mfg_no_excl,homo,20,50,123,1000,2.636,2.631,1.0423333333333302,2.489,0.23682409951159908,0.0,0.0
self_excl_only,homo,20,50,123,1000,2.651,2.631,1.0471666666666641,2.47,0.241654040975364,0.0,0.0
ema_fixed_low,homo,20,50,123,1000,2.508,2.631,0.9914999999999956,4.156,0.13231997997833106,0.020617233315188676,4.946261683733252
ema_fixed_high,homo,20,50,123,1000,2.523,2.631,0.9983333333333296,3.643,0.1571606624112042,0.019510364250076365,8.031808677188817
ema_adaptive,homo,20,50,123,1000,2.475,2.631,0.9778333333333296,4.331,0.14070814386421981,0.021130461054593565,5.452806550041801
consec_L2,homo,20,50,123,1000,2.507,2.631,0.9899999999999962,3.939,0.15177851039998883,0.02034820084997513,3.8091304123694187
consec_L4,homo,20,50,123,1000,2.505,2.631,0.990333333333329,4.251,0.13879806854222512,0.021980446860764117,1.0743955107714784
oracle,homo,20,50,456,1000,2.642,2.673,1.0256666666666627,2.433,0.23350949189699174,0.0,0.0
mfg_no_excl,homo,20,50,456,1000,2.649,2.673,1.023499999999997,2.556,0.23279151045033397,0.0,0.0
self_excl_only,homo,20,50,456,1000,2.616,2.673,1.0154999999999963,2.627,0.24029421636155354,0.0,0.0
ema_fixed_low,homo,20,50,456,1000,2.497,2.673,0.9669999999999954,4.132,0.13584750801314296,0.02098773043366957,4.878547957013744
ema_fixed_high,homo,20,50,456,1000,2.532,2.673,0.9833333333333285,3.697,0.15898724767234804,0.01980540682433723,8.133900048970629
ema_adaptive,homo,20,50,456,1000,2.517,2.673,0.9753333333333291,3.966,0.1332756034084597,0.02055648784748138,4.834356810131733
consec_L2,homo,20,50,456,1000,2.51,2.673,0.9744999999999949,3.782,0.15370744819336163,0.020477164404433267,3.633704273126258
consec_L4,homo,20,50,456,1000,2.501,2.673,0.9704999999999953,4.273,0.13055790454385707,0.021497668275554202,1.1012171878259336
oracle,homo,20,50,789,1000,2.654,2.609,1.059166666666664,2.427,0.23683383340515676,0.0,0.0
mfg_no_excl,homo,20,50,789,1000,2.638,2.609,1.0509999999999975,2.478,0.23714936813272702,0.0,0.0
self_excl_only,homo,20,50,789,1000,2.66,2.609,1.059999999999997,2.378,0.2334367846120166,0.0,0.0
ema_fixed_low,homo,20,50,789,1000,2.515,2.609,1.001499999999996,4.054,0.13667033758724947,0.020769096418617582,4.7599272833934165
ema_fixed_high,homo,20,50,789,1000,2.535,2.609,1.0118333333333287,3.671,0.15680345673848003,0.019523424838845973,8.187492309432049
ema_adaptive,homo,20,50,789,1000,2.49,2.609,0.9929999999999951,4.201,0.14102664775884619,0.021360015965401928,5.122706643017287
consec_L2,homo,20,50,789,1000,2.527,2.609,1.0051666666666628,3.823,0.15741295835227728,0.02068026855362345,3.6255158818692474
consec_L4,homo,20,50,789,1000,2.506,2.609,0.9976666666666623,4.04,0.13656298196987077,0.02171503726074518,1.0097635926165331
oracle,homo,20,50,1234,1000,2.643,2.597,1.0588333333333315,2.502,0.23826585194990707,0.0,0.0
mfg_no_excl,homo,20,50,1234,1000,2.614,2.597,1.0459999999999967,2.621,0.23655505780768915,0.0,0.0
self_excl_only,homo,20,50,1234,1000,2.649,2.597,1.0616666666666636,2.48,0.22743381651028693,0.0,0.0
ema_fixed_low,homo,20,50,1234,1000,2.501,2.597,0.999833333333329,4.046,0.13420776487874045,0.020551601832656377,4.892045201410217
ema_fixed_high,homo,20,50,1234,1000,2.53,2.597,1.015833333333329,3.718,0.16121646507946807,0.01987738517045959,8.077172109637003
ema_adaptive,homo,20,50,1234,1000,2.499,2.597,0.998333333333329,4.126,0.13853347730700705,0.02108947809387206,5.1009308909228
consec_L2,homo,20,50,1234,1000,2.523,2.597,1.010499999999995,3.711,0.15423779654410294,0.02030734458775802,3.648825072491857
consec_L4,homo,20,50,1234,1000,2.488,2.597,0.9984999999999951,4.232,0.1284407003325196,0.021131208635702545,1.158722838019393
oracle,homo,20,100,42,1000,5.589,5.594,1.0071333333333405,5.418,0.2471644498366451,0.0,0.0
mfg_no_excl,homo,20,100,42,1000,5.594,5.594,1.0081666666666749,5.203,0.25164760752070825,0.0,0.0
self_excl_only,homo,20,100,42,1000,5.602,5.594,1.0096666666666754,5.268,0.25010093289633556,0.0,0.0
ema_fixed_low,homo,20,100,42,1000,5.313,5.594,0.9573000000000068,10.251,0.1111362086876633,0.02794389809552967,7.528552778457005
ema_fixed_high,homo,20,100,42,1000,5.381,5.594,0.970000000000008,8.902,0.13766739390957122,0.025350387928216225,8.757004992193284
ema_adaptive,homo,20,100,42,1000,5.312,5.594,0.9574500000000077,10.148,0.11118454163895711,0.027973188592341332,7.33122217918097
consec_L2,homo,20,100,42,1000,5.356,5.594,0.9655166666666732,9.257,0.13514400459280557,0.026798012304535775,4.609933041638981
consec_L4,homo,20,100,42,1000,5.271,5.594,0.9496333333333391,11.017,0.09972018793086301,0.030087615383567,2.1018369112781805
oracle,homo,20,100,123,1000,5.614,5.579,1.015083333333341,5.265,0.250419154012432,0.0,0.0
mfg_no_excl,homo,20,100,123,1000,5.603,5.579,1.013066666666675,5.223,0.2548842836055358,0.0,0.0
self_excl_only,homo,20,100,123,1000,5.623,5.579,1.0165666666666748,5.087,0.25026278054814916,0.0,0.0
ema_fixed_low,homo,20,100,123,1000,5.31,5.579,0.9597333333333404,10.153,0.10911568998732582,0.027633793108680173,7.567318950661048
