method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_adaptive,homo,5,200,789,1000,5.0,5.0,1.0,12.278,0.050037056030039544,0.3484440357454448,1.0195990675045596
ema_ad_low,homo,5,200,789,1000,5.0,5.0,1.0,8.66,0.08748617500256257,0.31983218046466433,0.6998820043804892
ema_ad_med,homo,5,200,789,1000,5.0,5.0,1.0,10.231,0.06868907211987327,0.33511238226989654,0.8226137762554373
ema_no_coll,homo,5,200,789,1000,5.0,5.0,1.0,8.285,0.09559906106543938,0.31466149919500785,0.6434385322487062
consec_L2,homo,5,200,789,1000,5.0,5.0,1.0,9.308,0.07410608588743524,0.3035678484884922,0.7848125947528601
consec_L4,homo,5,200,789,1000,5.0,5.0,1.0,11.788,0.05269476769942683,0.335448039109255,0.36458790269693714
dcf_self_excl,homo,5,200,789,1000,5.0,5.0,1.0,15.182,0.08357636733772125,0.0,0.0
oracle,homo,5,200,1234,1000,5.0,5.0,1.0,2.766,0.207008609963707,0.0,0.0
mfg_no_excl,homo,5,200,1234,1000,5.0,5.0,1.0,2.756,0.20414603908303633,0.0,0.0
self_excl_only,homo,5,200,1234,1000,5.0,5.0,1.0,2.641,0.20960389128932216,0.0,0.0
ema_fixed_low,homo,5,200,1234,1000,5.0,5.0,1.0,12.285,0.05100046740163449,0.3439519913407257,1.0440013819251543
ema_fixed_high,homo,5,200,1234,1000,5.0,5.0,1.0,9.405,0.07076366446762043,0.3163547672737328,1.2751374227889725
ema_adaptive,homo,5,200,1234,1000,5.0,5.0,1.0,12.624,0.0527897277952129,0.34513201490580386,1.0712894498610548
ema_ad_low,homo,5,200,1234,1000,5.0,5.0,1.0,8.767,0.08483673132055612,0.32046513571157303,0.7048634997837984
ema_ad_med,homo,5,200,1234,1000,5.0,5.0,1.0,10.492,0.06986159134253489,0.3297909489004188,0.8789685315010521
ema_no_coll,homo,5,200,1234,1000,5.0,5.0,1.0,8.049,0.10084795218856617,0.31107908083532093,0.6151048534550764
consec_L2,homo,5,200,1234,1000,5.0,5.0,1.0,9.144,0.0731314301105195,0.3035875739534725,0.7654435775982144
consec_L4,homo,5,200,1234,1000,5.0,5.0,1.0,12.085,0.054416471829408154,0.3358492024130297,0.369891430594772
dcf_self_excl,homo,5,200,1234,1000,5.0,5.0,1.0,14.517,0.08561421227810655,0.0,0.0
oracle,homo,10,20,42,1000,0.953,0.95,0.905,0.806,0.16371666666666665,0.0,0.0
mfg_no_excl,homo,10,20,42,1000,0.945,0.95,0.9,0.885,0.18251666666666685,0.0,0.0
self_excl_only,homo,10,20,42,1000,0.948,0.95,0.902,0.87,0.18005000000000018,0.0,0.0
ema_fixed_low,homo,10,20,42,1000,0.917,0.95,0.872,1.155,0.13916666666666677,0.0339200688424028,1.0937000000000006
ema_fixed_high,homo,10,20,42,1000,0.902,0.95,0.86,1.241,0.14593333333333344,0.033696316034825695,3.5636166666666704
ema_adaptive,homo,10,20,42,1000,0.914,0.95,0.867,1.115,0.13813333333333344,0.033605812976180996,1.0568333333333337
ema_ad_low,homo,10,20,42,1000,0.944,0.95,0.895,0.868,0.1651166666666666,0.024432770939756397,0.7626666666666668
ema_ad_med,homo,10,20,42,1000,0.948,0.95,0.902,0.97,0.15506666666666663,0.027316824034867508,0.8481666666666673
ema_no_coll,homo,10,20,42,1000,0.962,0.95,0.912,0.783,0.1628,0.02356595175457672,0.6196666666666669
consec_L2,homo,10,20,42,1000,0.93,0.95,0.884,1.053,0.1330666666666666,0.03372537093112557,0.8903333333333339
consec_L4,homo,10,20,42,1000,0.911,0.95,0.87,1.125,0.13848333333333337,0.03417922107534506,0.1326666666666667
dcf_self_excl,homo,10,20,42,1000,0.905,0.95,0.858,1.17,0.13276666666666662,0.0,0.0
oracle,homo,10,20,123,1000,0.942,0.928,0.875,0.835,0.17133333333333348,0.0,0.0
mfg_no_excl,homo,10,20,123,1000,0.956,0.928,0.885,0.802,0.1656,0.0,0.0
self_excl_only,homo,10,20,123,1000,0.945,0.928,0.877,0.846,0.17899999999999988,0.0,0.0
ema_fixed_low,homo,10,20,123,1000,0.919,0.928,0.853,1.11,0.14018333333333333,0.03391073367340495,1.021516666666667
ema_fixed_high,homo,10,20,123,1000,0.921,0.928,0.857,1.061,0.13960000000000003,0.03322652226685584,3.0811333333333377
ema_adaptive,homo,10,20,123,1000,0.919,0.928,0.853,1.129,0.14093333333333333,0.033701030975836974,1.1093333333333337
ema_ad_low,homo,10,20,123,1000,0.942,0.928,0.873,0.938,0.1587166666666667,0.02408042735211513,0.833000000000001
ema_ad_med,homo,10,20,123,1000,0.943,0.928,0.873,0.917,0.15133333333333343,0.027735905322480645,0.7796666666666666
ema_no_coll,homo,10,20,123,1000,0.953,0.928,0.883,0.864,0.17550000000000002,0.02283052314256491,0.6926666666666668
consec_L2,homo,10,20,123,1000,0.911,0.928,0.845,1.204,0.1467000000000001,0.034019155025145735,0.9486666666666677
consec_L4,homo,10,20,123,1000,0.898,0.928,0.83,1.226,0.13196666666666668,0.03421727945823816,0.17033333333333325
dcf_self_excl,homo,10,20,123,1000,0.897,0.928,0.836,1.206,0.13248333333333318,0.0,0.0
oracle,homo,10,20,456,1000,0.95,0.951,0.905,0.836,0.1806833333333334,0.0,0.0
mfg_no_excl,homo,10,20,456,1000,0.95,0.951,0.904,0.803,0.17833333333333337,0.0,0.0
self_excl_only,homo,10,20,456,1000,0.94,0.951,0.893,0.842,0.17015000000000008,0.0,0.0
ema_fixed_low,homo,10,20,456,1000,0.91,0.951,0.865,1.13,0.13908333333333323,0.03404766449538822,0.9820666666666675
ema_fixed_high,homo,10,20,456,1000,0.916,0.951,0.871,1.133,0.14508333333333326,0.03308720669735785,3.34741666666667
ema_adaptive,homo,10,20,456,1000,0.915,0.951,0.868,1.218,0.12895,0.03351190333181157,1.182999999999999
ema_ad_low,homo,10,20,456,1000,0.947,0.951,0.901,0.906,0.1651833333333335,0.024188838176469833,0.8128333333333339
ema_ad_med,homo,10,20,456,1000,0.946,0.951,0.9,0.946,0.14994999999999997,0.027243401506963295,0.856333333333334
ema_no_coll,homo,10,20,456,1000,0.953,0.951,0.906,0.854,0.17885000000000015,0.0227984702299581,0.6193333333333334
consec_L2,homo,10,20,456,1000,0.909,0.951,0.862,1.095,0.13658333333333325,0.03415612673636689,0.9240000000000016
consec_L4,homo,10,20,456,1000,0.904,0.951,0.858,1.167,0.1313166666666667,0.03372535264019977,0.14966666666666673
dcf_self_excl,homo,10,20,456,1000,0.898,0.951,0.853,1.228,0.13743333333333324,0.0,0.0
oracle,homo,10,20,789,1000,0.937,0.944,0.885,0.864,0.17054999999999995,0.0,0.0
mfg_no_excl,homo,10,20,789,1000,0.957,0.944,0.903,0.769,0.16538333333333333,0.0,0.0
self_excl_only,homo,10,20,789,1000,0.949,0.944,0.897,0.858,0.17306666666666676,0.0,0.0
ema_fixed_low,homo,10,20,789,1000,0.899,0.944,0.849,1.19,0.13231666666666667,0.03371938206388775,1.0626666666666666
ema_fixed_high,homo,10,20,789,1000,0.919,0.944,0.87,1.068,0.13836666666666655,0.032936873582753906,3.1710500000000006
ema_adaptive,homo,10,20,789,1000,0.913,0.944,0.862,1.168,0.1352666666666666,0.03377146624689242,1.134500000000001
ema_ad_low,homo,10,20,789,1000,0.949,0.944,0.894,0.911,0.1648333333333334,0.024079061742767062,0.7896666666666671
ema_ad_med,homo,10,20,789,1000,0.925,0.944,0.871,1.012,0.14636666666666664,0.027292409450136387,0.9341666666666671
ema_no_coll,homo,10,20,789,1000,0.942,0.944,0.888,0.878,0.1646500000000001,0.022982838262387544,0.7103333333333338
consec_L2,homo,10,20,789,1000,0.911,0.944,0.859,1.149,0.14474999999999996,0.03396905041094526,0.9670000000000016
consec_L4,homo,10,20,789,1000,0.912,0.944,0.861,1.099,0.12624999999999992,0.03358112340528575,0.11866666666666671
dcf_self_excl,homo,10,20,789,1000,0.883,0.944,0.835,1.243,0.13731666666666661,0.0,0.0
oracle,homo,10,20,1234,1000,0.953,0.944,0.899,0.824,0.16831666666666675,0.0,0.0
mfg_no_excl,homo,10,20,1234,1000,0.96,0.944,0.907,0.837,0.16645000000000004,0.0,0.0
self_excl_only,homo,10,20,1234,1000,0.946,0.944,0.893,0.827,0.17316666666666658,0.0,0.0
ema_fixed_low,homo,10,20,1234,1000,0.912,0.944,0.86,1.144,0.13441666666666655,0.03336469613176274,1.1045833333333333
ema_fixed_high,homo,10,20,1234,1000,0.921,0.944,0.869,1.052,0.14788333333333334,0.03352292195913625,3.056866666666671
ema_adaptive,homo,10,20,1234,1000,0.91,0.944,0.858,1.188,0.14165,0.0337973253478612,1.2033333333333334
ema_ad_low,homo,10,20,1234,1000,0.956,0.944,0.903,0.815,0.16765000000000005,0.024519578149266447,0.6233333333333333
ema_ad_med,homo,10,20,1234,1000,0.928,0.944,0.877,1.055,0.15551666666666675,0.027174546269898174,0.962500000000001
ema_no_coll,homo,10,20,1234,1000,0.931,0.944,0.88,0.862,0.1808666666666667,0.02269334604158171,0.6685000000000001
consec_L2,homo,10,20,1234,1000,0.908,0.944,0.854,1.146,0.14080000000000004,0.03387260181235209,0.9876666666666678
consec_L4,homo,10,20,1234,1000,0.903,0.944,0.85,1.162,0.137,0.03477292093547881,0.1366666666666667
dcf_self_excl,homo,10,20,1234,1000,0.891,0.944,0.841,1.256,0.14381666666666665,0.0,0.0
oracle,homo,10,50,42,1000,2.693,2.633,1.0654999999999972,2.339,0.22875643131378393,0.0,0.0
mfg_no_excl,homo,10,50,42,1000,2.655,2.633,1.0479999999999974,2.348,0.24028913652137288,0.0,0.0
self_excl_only,homo,10,50,42,1000,2.638,2.633,1.040499999999997,2.505,0.23433376623376603,0.0,0.0
ema_fixed_low,homo,10,50,42,1000,2.511,2.633,0.9903333333333293,4.117,0.12665415931248006,0.049188367327803115,2.300067311764602
ema_fixed_high,homo,10,50,42,1000,2.525,2.633,0.9964999999999957,3.832,0.14749441356974657,0.04615934299078927,3.9461962278888993
ema_adaptive,homo,10,50,42,1000,2.521,2.633,0.9974999999999953,4.103,0.12434485952214305,0.049256597371073726,2.216836807288855
ema_ad_low,homo,10,50,42,1000,2.637,2.633,1.0401666666666636,2.877,0.18446496897065778,0.03162878201629364,1.2766465296442466
ema_ad_med,homo,10,50,42,1000,2.604,2.633,1.0283333333333295,3.307,0.15955976063839844,0.03852819341133714,1.5986913177336943
ema_no_coll,homo,10,50,42,1000,2.68,2.633,1.0574999999999979,2.537,0.198804505543476,0.027900708214798956,0.9920966228216229
consec_L2,homo,10,50,42,1000,2.536,2.633,1.0011666666666617,3.677,0.14135677911382097,0.04737099059515073,1.7440348118310147
consec_L4,homo,10,50,42,1000,2.483,2.633,0.9824999999999954,4.307,0.1311469932071716,0.05128268083724248,0.5753233063161467
dcf_self_excl,homo,10,50,42,1000,2.346,2.633,0.9271666666666614,4.71,0.16579288992311447,0.0,0.0
oracle,homo,10,50,123,1000,2.661,2.66,1.037999999999997,2.348,0.23941422360319403,0.0,0.0
mfg_no_excl,homo,10,50,123,1000,2.696,2.66,1.05233333333333,2.223,0.22795185141655694,0.0,0.0
self_excl_only,homo,10,50,123,1000,2.674,2.66,1.042666666666664,2.277,0.2382043591728184,0.0,0.0
ema_fixed_low,homo,10,50,123,1000,2.481,2.66,0.9673333333333286,4.214,0.13009427835494422,0.049560385843979524,2.3546526407742565
ema_fixed_high,homo,10,50,123,1000,2.558,2.66,0.9989999999999957,3.516,0.14284614388019964,0.04574770421248886,3.6814094750364887
ema_adaptive,homo,10,50,123,1000,2.482,2.66,0.9699999999999951,4.148,0.12989965101547948,0.05021545166332246,2.318479364271777
ema_ad_low,homo,10,50,123,1000,2.657,2.66,1.0356666666666638,2.833,0.18257176189823252,0.03150480141983812,1.3130387694005337
ema_ad_med,homo,10,50,123,1000,2.612,2.66,1.019166666666663,3.173,0.16185583839535075,0.03880605657811378,1.540933437447484
ema_no_coll,homo,10,50,123,1000,2.629,2.66,1.0234999999999965,2.654,0.21302834762416786,0.02719141168367313,1.0717059040288919
consec_L2,homo,10,50,123,1000,2.515,2.66,0.9823333333333285,3.885,0.14930201625429956,0.04828822720456602,1.7548079272636534
consec_L4,homo,10,50,123,1000,2.501,2.66,0.9773333333333283,4.365,0.1286175369994648,0.05090680359570077,0.5454269055162241
dcf_self_excl,homo,10,50,123,1000,2.321,2.66,0.9044999999999946,4.819,0.1654160156492976,0.0,0.0
oracle,homo,10,50,456,1000,2.65,2.656,1.0353333333333299,2.381,0.2415238645341582,0.0,0.0
mfg_no_excl,homo,10,50,456,1000,2.674,2.656,1.0454999999999977,2.316,0.2417996237422704,0.0,0.0
self_excl_only,homo,10,50,456,1000,2.669,2.656,1.0413333333333303,2.337,0.2341303385340146,0.0,0.0
ema_fixed_low,homo,10,50,456,1000,2.493,2.656,0.9763333333333287,4.23,0.12739282676387972,0.049768643342917966,2.2736661585963054
ema_fixed_high,homo,10,50,456,1000,2.535,2.656,0.9914999999999958,3.647,0.1515351118137111,0.046062243521321156,3.8265895734468534
ema_adaptive,homo,10,50,456,1000,2.518,2.656,0.9856666666666624,4.104,0.12720473625961273,0.04892041146514248,2.2752697500169248
ema_ad_low,homo,10,50,456,1000,2.634,2.656,1.0291666666666632,2.908,0.18298334283535503,0.031773208376698864,1.312351536002696
ema_ad_med,homo,10,50,456,1000,2.614,2.656,1.020166666666663,3.204,0.1642148807891453,0.03869585414905727,1.5785306224004758
ema_no_coll,homo,10,50,456,1000,2.666,2.656,1.0409999999999964,2.667,0.20785031039222202,0.027325671852092746,1.0505057088336502
consec_L2,homo,10,50,456,1000,2.573,2.656,1.0059999999999965,3.616,0.14434781996039753,0.04812321228463945,1.694051228016048
consec_L4,homo,10,50,456,1000,2.514,2.656,0.9823333333333286,4.099,0.12121814361249383,0.04989014276024607,0.5343394230468537
dcf_self_excl,homo,10,50,456,1000,2.336,2.656,0.9138333333333283,4.763,0.1678909558106153,0.0,0.0
oracle,homo,10,50,789,1000,2.657,2.661,1.0353333333333299,2.384,0.23327571415512552,0.0,0.0
mfg_no_excl,homo,10,50,789,1000,2.693,2.661,1.050333333333331,2.305,0.23088336393998105,0.0,0.0
self_excl_only,homo,10,50,789,1000,2.665,2.661,1.0383333333333298,2.32,0.24068706147653499,0.0,0.0
ema_fixed_low,homo,10,50,789,1000,2.51,2.661,0.9786666666666625,4.125,0.12459800815637433,0.04903496531845099,2.2648422532922536
ema_fixed_high,homo,10,50,789,1000,2.529,2.661,0.9851666666666624,3.685,0.14856192279942285,0.046385750428007994,3.7832492985042148
ema_adaptive,homo,10,50,789,1000,2.519,2.661,0.9844999999999953,3.989,0.12769099784374596,0.04943434139321242,2.2132316987750795
ema_ad_low,homo,10,50,789,1000,2.626,2.661,1.0238333333333298,2.818,0.18478725841152305,0.031495611416972526,1.2846380131306598
ema_ad_med,homo,10,50,789,1000,2.588,2.661,1.0084999999999964,3.277,0.15648310901774512,0.03814234562379418,1.638878386401179
ema_no_coll,homo,10,50,789,1000,2.636,2.661,1.0276666666666627,2.636,0.2109484454271217,0.027320730393535685,1.0638162548236076
consec_L2,homo,10,50,789,1000,2.535,2.661,0.987999999999996,3.796,0.15004452874267113,0.04825641054410876,1.7415749760344528
consec_L4,homo,10,50,789,1000,2.515,2.661,0.9839999999999952,4.094,0.12243984256197908,0.05012099573256573,0.5112013464176
dcf_self_excl,homo,10,50,789,1000,2.33,2.661,0.9066666666666616,4.827,0.16769232245222976,0.0,0.0
oracle,homo,10,50,1234,1000,2.657,2.664,1.0349999999999968,2.377,0.2373738870348775,0.0,0.0
mfg_no_excl,homo,10,50,1234,1000,2.664,2.664,1.0363333333333302,2.398,0.22874320503198184,0.0,0.0
self_excl_only,homo,10,50,1234,1000,2.673,2.664,1.0411666666666637,2.345,0.2303188070056877,0.0,0.0
ema_fixed_low,homo,10,50,1234,1000,2.509,2.664,0.9784999999999957,4.043,0.12672977819823833,0.04873406177006335,2.316942222595085
ema_fixed_high,homo,10,50,1234,1000,2.542,2.664,0.9926666666666617,3.657,0.14810906288843614,0.04703167844283576,3.80501117872066
ema_adaptive,homo,10,50,1234,1000,2.511,2.664,0.9786666666666621,4.053,0.12654235837262184,0.049456718355855356,2.345527301989376
ema_ad_low,homo,10,50,1234,1000,2.642,2.664,1.0308333333333293,2.797,0.1827870143745144,0.03184401386520325,1.2179370698745693
ema_ad_med,homo,10,50,1234,1000,2.572,2.664,1.001499999999996,3.374,0.15937407816212004,0.038412388160513365,1.7059897841322762
ema_no_coll,homo,10,50,1234,1000,2.637,2.664,1.027166666666663,2.611,0.21396028489484378,0.027260662782875953,1.0841048365849832
consec_L2,homo,10,50,1234,1000,2.536,2.664,0.9871666666666629,3.908,0.14812558183560512,0.048228895589501705,1.8201248079062287
consec_L4,homo,10,50,1234,1000,2.504,2.664,0.974999999999996,4.341,0.12448569070248688,0.05113441177830442,0.5355795484701056
dcf_self_excl,homo,10,50,1234,1000,2.314,2.664,0.9001666666666612,4.734,0.16970383857198895,0.0,0.0
oracle,homo,10,100,42,1000,5.68,5.599,1.0229833333333413,4.895,0.23980654974123108,0.0,0.0
mfg_no_excl,homo,10,100,42,1000,5.644,5.599,1.0167500000000074,4.935,0.24703078727051367,0.0,0.0
self_excl_only,homo,10,100,42,1000,5.649,5.599,1.0180166666666748,4.988,0.24631369849103618,0.0,0.0
ema_fixed_low,homo,10,100,42,1000,5.289,5.599,0.9526833333333392,10.603,0.09025072899586573,0.07583804459111086,3.2384977135270274
ema_fixed_high,homo,10,100,42,1000,5.378,5.599,0.9686500000000074,9.229,0.12233098165811811,0.06902193471984311,3.867811208662154
ema_adaptive,homo,10,100,42,1000,5.279,5.599,0.9507666666666735,10.734,0.09378722577149115,0.07631926851871039,3.2039162594194712
ema_ad_low,homo,10,100,42,1000,5.516,5.599,0.9935833333333411,7.455,0.1475619213625461,0.05763335423542598,1.9246316084941024
ema_ad_med,homo,10,100,42,1000,5.446,5.599,0.9811500000000078,8.54,0.12093688251754384,0.06632074419187338,2.397224107278895
ema_no_coll,homo,10,100,42,1000,5.603,5.599,1.009150000000008,6.372,0.16763596225037009,0.05079624849880551,1.4276115088684087
consec_L2,homo,10,100,42,1000,5.386,5.599,0.9703333333333404,9.318,0.11588969424685157,0.07122044875646918,2.029897197127677
consec_L4,homo,10,100,42,1000,5.214,5.599,0.939516666666673,11.551,0.08902659857537336,0.08005706356613984,0.9864765009588042
dcf_self_excl,homo,10,100,42,1000,5.044,5.599,0.908400000000005,11.868,0.15945362625778692,0.0,0.0
oracle,homo,10,100,123,1000,5.668,5.63,1.0148333333333406,4.876,0.24693807743936236,0.0,0.0
mfg_no_excl,homo,10,100,123,1000,5.681,5.63,1.0172666666666743,4.757,0.24399102517002502,0.0,0.0
self_excl_only,homo,10,100,123,1000,5.67,5.63,1.015000000000007,4.738,0.25237618327293776,0.0,0.0
ema_fixed_low,homo,10,100,123,1000,5.272,5.63,0.943583333333341,10.888,0.09375996924165898,0.07547436673516586,3.3468400908970164
ema_fixed_high,homo,10,100,123,1000,5.411,5.63,0.9690333333333409,8.848,0.11638066494311641,0.06923746739214669,3.6919248958643154
ema_adaptive,homo,10,100,123,1000,5.274,5.63,0.9444000000000071,10.846,0.09319171880254759,0.07667678041675091,3.2877382898141194
ema_ad_low,homo,10,100,123,1000,5.503,5.63,0.9849666666666739,7.46,0.14474612766141506,0.057618865887164104,1.9189112960992971
ema_ad_med,homo,10,100,123,1000,5.434,5.63,0.9727166666666743,8.508,0.1218677138966599,0.06681895732548682,2.371264690209944
ema_no_coll,homo,10,100,123,1000,5.584,5.63,0.9996666666666736,6.5,0.17871831359510376,0.04969748218144838,1.5027756915609216
consec_L2,homo,10,100,123,1000,5.351,5.63,0.9580000000000067,9.674,0.11841594726838986,0.07166773046801127,2.0858443720223256
consec_L4,homo,10,100,123,1000,5.219,5.63,0.9346333333333398,11.7,0.08989355416904271,0.08069399341091937,0.9931076139293995
dcf_self_excl,homo,10,100,123,1000,5.065,5.63,0.9067000000000054,12.044,0.1565412971144541,0.0,0.0
oracle,homo,10,100,456,1000,5.666,5.654,1.0095166666666742,4.894,0.24961690609159123,0.0,0.0
mfg_no_excl,homo,10,100,456,1000,5.657,5.654,1.008500000000008,4.888,0.2492147688403317,0.0,0.0
self_excl_only,homo,10,100,456,1000,5.648,5.654,1.0066000000000075,4.837,0.24786035474457063,0.0,0.0
ema_fixed_low,homo,10,100,456,1000,5.264,5.654,0.9380333333333399,11.001,0.09208193109517192,0.0761461248171974,3.3093232481958985
ema_fixed_high,homo,10,100,456,1000,5.371,5.654,0.9570333333333403,9.277,0.12102484309020034,0.06898944421361324,3.8280309709829585
ema_adaptive,homo,10,100,456,1000,5.26,5.654,0.9373166666666721,10.847,0.09367575345375967,0.07597940850188135,3.285888008547702
ema_ad_low,homo,10,100,456,1000,5.513,5.654,0.9823000000000075,7.393,0.14577879003711963,0.05771111932038775,1.8959158355920838
ema_ad_med,homo,10,100,456,1000,5.433,5.654,0.968216666666674,8.517,0.122331341149397,0.06607918996033685,2.387434459709659
ema_no_coll,homo,10,100,456,1000,5.584,5.654,0.9954666666666744,6.592,0.17438543918461707,0.050211904651412,1.4544919247878343
consec_L2,homo,10,100,456,1000,5.395,5.654,0.9611833333333395,9.247,0.1176755348844648,0.07260341261785637,2.010094383914346
consec_L4,homo,10,100,456,1000,5.271,5.654,0.9392166666666726,11.181,0.08452229980275816,0.07941524124762121,0.936005419340816
dcf_self_excl,homo,10,100,456,1000,5.058,5.654,0.9012333333333391,11.837,0.16016020167818734,0.0,0.0
oracle,homo,10,100,789,1000,5.651,5.649,1.008916666666675,4.907,0.2503447864983622,0.0,0.0
mfg_no_excl,homo,10,100,789,1000,5.64,5.649,1.0065500000000074,4.922,0.2508806122237611,0.0,0.0
self_excl_only,homo,10,100,789,1000,5.643,5.649,1.0065666666666728,4.8,0.25371092666256545,0.0,0.0
ema_fixed_low,homo,10,100,789,1000,5.266,5.649,0.9397166666666733,10.704,0.09285519709707087,0.07582066043345584,3.262026797465292
ema_fixed_high,homo,10,100,789,1000,5.393,5.649,0.9626666666666746,9.16,0.1187734834106858,0.06953730903814147,3.802749483779148
ema_adaptive,homo,10,100,789,1000,5.281,5.649,0.9423333333333405,10.728,0.09298283887094476,0.07676056332932936,3.2136338996473017
ema_ad_low,homo,10,100,789,1000,5.534,5.649,0.9878333333333408,7.286,0.14564061734466482,0.05788064561484916,1.8682654943858985
ema_ad_med,homo,10,100,789,1000,5.431,5.649,0.9692666666666746,8.612,0.12193994277292138,0.06577311490945215,2.4610707164322787
ema_no_coll,homo,10,100,789,1000,5.58,5.649,0.9957333333333402,6.499,0.1763869805869949,0.050206085570946975,1.4609148711073836
consec_L2,homo,10,100,789,1000,5.35,5.649,0.954850000000007,9.611,0.12050535099833172,0.07150280537859174,2.074485646459281
consec_L4,homo,10,100,789,1000,5.262,5.649,0.9390333333333399,11.339,0.08600967304311556,0.07977716307658149,0.97420095160687
dcf_self_excl,homo,10,100,789,1000,5.07,5.649,0.9046166666666733,11.969,0.15753059350831988,0.0,0.0
