access,w_eff,n_vis,n_nat,eps_i,r,eps_c,tau_settled,conv_visits,T,rho,tau_nat
basic,420,50,10,0.008,2.0,0.016,0.013769,99,0.59131,0.95054,0.01903
basic,420,50,10,0.008,3.0,0.024,0.010164,53,0.63244,0.86331,0.02323
basic,420,50,10,0.008,5.0,0.04,0.006002,100,0.68826,0.66885,0.02747
basic,420,50,10,0.008,8.0,0.064,0.002233,100,0.73862,0.34459,0.03378
basic,420,50,10,0.01652,0.5,0.00826,0.029173,51,0.40618,1.0772,0.01499
basic,420,50,10,0.01652,1.0,0.01652,0.022362,38,0.49401,1.03595,0.01678
basic,420,50,10,0.01652,1.5,0.02477,0.017948,38,0.52822,1.0167,0.0174
basic,420,50,10,0.01652,2.0,0.03303,0.015109,35,0.58027,0.9719,0.01854
basic,420,50,10,0.01652,3.0,0.04955,0.010879,39,0.62389,0.87277,0.02256
basic,420,50,10,0.01652,5.0,0.08258,0.006805,97,0.68842,0.75347,0.02508
basic,420,50,10,0.01652,8.0,0.13213,0.002013,100,0.7315,0.32334,0.03463
basic,420,50,10,0.0341,0.5,0.01705,0.030902,75,0.38794,1.07303,0.01472
basic,420,50,10,0.0341,1.0,0.0341,0.022374,70,0.49059,1.04871,0.01535
basic,420,50,10,0.0341,1.5,0.05114,0.017895,98,0.53589,1.00012,0.01793
basic,420,50,10,0.0341,2.0,0.06819,0.015419,100,0.56662,0.9952,0.01791
basic,420,50,10,0.0341,3.0,0.10229,0.010931,92,0.62336,0.89354,0.02121
basic,420,50,10,0.0341,5.0,0.17048,0.006169,98,0.68283,0.67723,0.02757
basic,420,50,10,0.0341,8.0,0.27277,0.002239,100,0.72086,0.34887,0.03406
basic,420,50,10,0.07039,0.5,0.03519,0.030596,91,0.37209,1.0824,0.01473
basic,420,50,10,0.07039,1.0,0.07039,0.021944,100,0.47269,1.0353,0.01687
basic,420,50,10,0.07039,1.5,0.10558,0.01767,100,0.51029,0.99722,0.01662
basic,420,50,10,0.07039,2.0,0.14078,0.014569,94,0.55326,0.95347,0.01898
basic,420,50,10,0.07039,3.0,0.21117,0.01112,99,0.61433,0.89274,0.02066
basic,420,50,10,0.07039,5.0,0.35195,0.006358,99,0.68616,0.71682,0.02635
basic,420,50,10,0.07039,8.0,0.56312,0.002621,100,0.70893,0.39233,0.03192
basic,420,50,10,0.14532,0.5,0.07266,0.03046,97,0.35936,1.07887,0.01453
basic,420,50,10,0.14532,1.0,0.14532,0.022117,99,0.46459,1.0334,0.01629
basic,420,50,10,0.14532,1.5,0.21797,0.018254,99,0.51111,1.03554,0.01546
basic,420,50,10,0.14532,2.0,0.29063,0.014798,100,0.54879,1.00367,0.01705
basic,420,50,10,0.14532,3.0,0.43595,0.010375,100,0.60653,0.88282,0.02098
basic,420,50,10,0.14532,5.0,0.72658,0.006378,100,0.65587,0.72848,0.02519
basic,420,50,10,0.14532,8.0,1.16253,0.002817,100,0.70838,0.44661,0.03112
basic,420,50,10,0.3,0.5,0.15,0.031218,100,0.37458,1.08429,0.01472
basic,420,50,10,0.3,1.0,0.3,0.02252,97,0.43793,1.04972,0.01595
basic,420,50,10,0.3,1.5,0.45,0.017957,98,0.4834,1.01791,0.01643
basic,420,50,10,0.3,2.0,0.6,0.015225,100,0.51915,0.99954,0.01608
basic,420,50,10,0.3,3.0,0.9,0.011922,100,0.52949,0.88961,0.02037
basic,420,50,10,0.3,5.0,1.5,0.010456,100,0.47567,0.66946,0.02454
basic,420,50,10,0.3,8.0,2.4,0.601656,100,0.19492,0.42427,0.02308
basic,420,50,20,0.008,0.5,0.004,0.023097,100,0.46102,1.20536,0.01005
basic,420,50,20,0.008,1.0,0.008,0.0184,100,0.50874,1.14812,0.01109
basic,420,50,20,0.008,1.5,0.012,0.01435,60,0.55473,1.10398,0.01235
basic,420,50,20,0.008,2.0,0.016,0.012006,59,0.59068,1.02712,0.01323
basic,420,50,20,0.008,3.0,0.024,0.007228,100,0.64226,0.80675,0.01674
basic,420,50,20,0.008,5.0,0.04,0.002534,99,0.67362,0.37631,0.02046
basic,420,50,20,0.008,8.0,0.064,0.000126,100,0.69372,0.0308,0.02319
basic,420,50,20,0.01652,0.5,0.00826,0.029675,44,0.38375,1.24782,0.00873
basic,420,50,20,0.01652,1.0,0.01652,0.021185,41,0.46468,1.19873,0.00998
basic,420,50,20,0.01652,1.5,0.02477,0.017004,50,0.52693,1.1329,0.01128
basic,420,50,20,0.01652,2.0,0.03303,0.013794,42,0.57217,1.08669,0.01235
basic,420,50,20,0.01652,3.0,0.04955,0.009216,97,0.62824,0.91329,0.01502
basic,420,50,20,0.01652,5.0,0.08258,0.002882,100,0.67519,0.44334,0.02012
basic,420,50,20,0.01652,8.0,0.13213,0.000111,55,0.68796,0.0149,0.02397
basic,420,50,20,0.0341,0.5,0.01705,0.030057,83,0.3794,1.25591,0.00921
basic,420,50,20,0.0341,1.0,0.0341,0.021628,32,0.46554,1.18949,0.01042
basic,420,50,20,0.0341,1.5,0.05114,0.017382,29,0.5253,1.16728,0.01056
basic,420,50,20,0.0341,2.0,0.06819,0.013748,99,0.54111,1.0666,0.0123
basic,420,50,20,0.0341,3.0,0.10229,0.00965,90,0.61212,0.94412,0.01421
basic,420,50,20,0.0341,5.0,0.17048,0.003728,100,0.6667,0.53585,0.01864
basic,420,50,20,0.0341,8.0,0.27277,0.000132,99,0.69265,0.02625,0.02304
basic,420,50,20,0.07039,0.5,0.03519,0.028899,96,0.36849,1.25289,0.00946
basic,420,50,20,0.07039,1.0,0.07039,0.021154,100,0.4761,1.17253,0.01122
basic,420,50,20,0.07039,1.5,0.10558,0.017053,100,0.51542,1.13804,0.01166
basic,420,50,20,0.07039,2.0,0.14078,0.014342,100,0.5681,1.08217,0.01211
basic,420,50,20,0.07039,3.0,0.21117,0.009325,94,0.61418,0.92082,0.01526
basic,420,50,20,0.07039,5.0,0.35195,0.00428,99,0.66927,0.58427,0.01856
basic,420,50,20,0.07039,8.0,0.56312,0.000241,99,0.70097,0.07922,0.02238
basic,420,50,20,0.14532,0.5,0.07266,0.02967,100,0.37209,1.24706,0.00915
basic,420,50,20,0.14532,1.0,0.14532,0.022095,99,0.45927,1.21066,0.01029
basic,420,50,20,0.14532,1.5,0.21797,0.016781,97,0.5233,1.14398,0.01093
basic,420,50,20,0.14532,2.0,0.29063,0.013377,98,0.54857,1.04319,0.01309
basic,420,50,20,0.14532,3.0,0.43595,0.00918,98,0.60185,0.91649,0.01472
basic,420,50,20,0.14532,5.0,0.72658,0.003378,99,0.65681,0.47217,0.02017
basic,420,50,20,0.14532,8.0,1.16253,0.000389,100,0.69417,0.12949,0.02242
basic,420,50,20,0.3,0.5,0.15,0.031279,99,0.34096,1.2458,0.00926
basic,420,50,20,0.3,1.0,0.3,0.021369,97,0.43588,1.20369,0.0102
basic,420,50,20,0.3,1.5,0.45,0.016335,99,0.4886,1.15399,0.01084
basic,420,50,20,0.3,2.0,0.6,0.012879,100,0.52454,1.09254,0.01195
basic,420,50,20,0.3,3.0,0.9,0.010182,100,0.54804,0.95656,0.01329
basic,420,50,20,0.3,5.0,1.5,0.003149,100,0.60039,0.47861,0.01944
basic,420,50,20,0.3,8.0,2.4,0.00109,99,0.57496,0.24568,0.02119
basic,1680,5,5,0.008,0.5,0.004,0.327717,31,0.33235,1.93202,0.01006
basic,1680,5,5,0.008,1.0,0.008,0.25977,24,0.43637,1.9367,0.01056
basic,1680,5,5,0.008,1.5,0.012,0.224641,26,0.49754,1.91845,0.01208
basic,1680,5,5,0.008,2.0,0.016,0.200756,23,0.54355,1.91047,0.01215
basic,1680,5,5,0.008,3.0,0.024,0.16554,21,0.60645,1.88141,0.01462
basic,1680,5,5,0.008,5.0,0.04,0.126056,26,0.65572,1.78826,0.01955
basic,1680,5,5,0.008,8.0,0.064,0.091036,99,0.71118,1.6508,0.02474
basic,1680,5,5,0.01652,0.5,0.00826,0.326103,15,0.33196,1.9372,0.00991
basic,1680,5,5,0.01652,1.0,0.01652,0.260311,13,0.43803,1.93455,0.01032
basic,1680,5,5,0.01652,1.5,0.02477,0.228628,100,0.49172,1.91798,0.0117
basic,1680,5,5,0.01652,2.0,0.03303,0.201036,49,0.54038,1.91173,0.01307
basic,1680,5,5,0.01652,3.0,0.04955,0.167048,96,0.5991,1.87639,0.01507
basic,1680,5,5,0.01652,5.0,0.08258,0.128007,93,0.65374,1.81074,0.01843
basic,1680,5,5,0.01652,8.0,0.13213,0.088958,98,0.70815,1.62016,0.02682
basic,1680,5,5,0.0341,0.5,0.01705,0.329324,84,0.33702,1.93998,0.01008
basic,1680,5,5,0.0341,1.0,0.0341,0.261665,58,0.42966,1.93708,0.0101
basic,1680,5,5,0.0341,1.5,0.05114,0.223654,91,0.48698,1.9191,0.01183
basic,1680,5,5,0.0341,2.0,0.06819,0.199735,91,0.5394,1.90737,0.01305
basic,1680,5,5,0.0341,3.0,0.10229,0.172477,54,0.58372,1.89258,0.01288
basic,1680,5,5,0.0341,5.0,0.17048,0.131813,95,0.65123,1.80598,0.0184
basic,1680,5,5,0.0341,8.0,0.27277,0.093631,99,0.69326,1.63652,0.02595
basic,1680,5,5,0.07039,0.5,0.03519,0.335478,72,0.32265,1.93959,0.00977
basic,1680,5,5,0.07039,1.0,0.07039,0.269052,98,0.425,1.9346,0.01003
basic,1680,5,5,0.07039,1.5,0.10558,0.230448,100,0.47714,1.92134,0.01185
basic,1680,5,5,0.07039,2.0,0.14078,0.209395,97,0.51365,1.91143,0.01226
basic,1680,5,5,0.07039,3.0,0.21117,0.174722,98,0.56396,1.89365,0.01299
basic,1680,5,5,0.07039,5.0,0.35195,0.139332,97,0.63261,1.80509,0.0183
basic,1680,5,5,0.07039,8.0,0.56312,0.103978,100,0.6565,1.67025,0.02443
basic,1680,5,5,0.14532,0.5,0.07266,0.348841,99,0.29365,1.92771,0.01008
basic,1680,5,5,0.14532,1.0,0.14532,0.281218,97,0.41139,1.93984,0.01004
basic,1680,5,5,0.14532,1.5,0.21797,0.240253,100,0.44409,1.93052,0.01079
basic,1680,5,5,0.14532,2.0,0.29063,0.226721,99,0.49126,1.92358,0.01105
basic,1680,5,5,0.14532,3.0,0.43595,0.218983,100,0.46997,1.90203,0.01187
basic,1680,5,5,0.14532,5.0,0.72658,0.512783,100,0.21208,1.79959,0.01263
basic,1680,5,5,0.14532,8.0,1.16253,0.811021,100,0.01654,1.18078,0.00836
basic,1680,5,5,0.3,0.5,0.15,1.0,44,0.07912,1.84769,0.00866
basic,1680,5,5,0.3,1.0,0.3,1.0,41,0.02013,1.46674,0.00847
basic,1680,5,5,0.3,1.5,0.45,1.0,18,0.00956,0.81961,0.00824
basic,1680,5,5,0.3,2.0,0.6,1.0,10,0.00953,0.82768,0.0087
basic,1680,5,5,0.3,3.0,0.9,1.0,7,0.0092,0.87918,0.00839
basic,1680,5,5,0.3,5.0,1.5,1.0,10,0.00984,0.82789,0.00874
basic,1680,5,5,0.3,8.0,2.4,1.0,19,0.00973,0.81009,0.00844
basic,1680,5,10,0.008,0.5,0.004,0.326797,32,0.34154,2.9173,0.00542
basic,1680,5,10,0.008,1.0,0.008,0.258492,30,0.43975,2.89639,0.00657
basic,1680,5,10,0.008,1.5,0.012,0.222208,28,0.50452,2.8681,0.00741
basic,1680,5,10,0.008,2.0,0.016,0.195648,35,0.54243,2.82726,0.00791
basic,1680,5,10,0.008,3.0,0.024,0.160938,45,0.59701,2.74333,0.0103
basic,1680,5,10,0.008,5.0,0.04,0.109782,63,0.66855,2.50968,0.01518
basic,1680,5,10,0.008,8.0,0.064,0.052019,99,0.71865,1.77918,0.02492
basic,1680,5,10,0.01652,0.5,0.00826,0.327737,16,0.33847,2.897,0.00628
basic,1680,5,10,0.01652,1.0,0.01652,0.258227,13,0.43742,2.88266,0.00693
basic,1680,5,10,0.01652,1.5,0.02477,0.222389,14,0.49469,2.85983,0.00769
basic,1680,5,10,0.01652,2.0,0.03303,0.198503,44,0.53955,2.82201,0.00861
basic,1680,5,10,0.01652,3.0,0.04955,0.161489,98,0.59356,2.74373,0.01026
basic,1680,5,10,0.01652,5.0,0.08258,0.11029,94,0.65314,2.51031,0.0152
basic,1680,5,10,0.01652,8.0,0.13213,0.051836,92,0.71146,1.74683,0.02597
basic,1680,5,10,0.0341,0.5,0.01705,0.327506,30,0.32853,2.89451,0.00609
basic,1680,5,10,0.0341,1.0,0.0341,0.25506,22,0.42936,2.88426,0.00693
basic,1680,5,10,0.0341,1.5,0.05114,0.22015,81,0.49635,2.85383,0.00778
basic,1680,5,10,0.0341,2.0,0.06819,0.196999,98,0.5351,2.83156,0.00864
basic,1680,5,10,0.0341,3.0,0.10229,0.162776,90,0.57919,2.76348,0.01006
basic,1680,5,10,0.0341,5.0,0.17048,0.114902,97,0.6406,2.53085,0.01456
basic,1680,5,10,0.0341,8.0,0.27277,0.064068,100,0.70354,1.94323,0.02275
basic,1680,5,10,0.07039,0.5,0.03519,0.328325,71,0.3312,2.90001,0.00619
basic,1680,5,10,0.07039,1.0,0.07039,0.264278,96,0.42438,2.88493,0.00696
basic,1680,5,10,0.07039,1.5,0.10558,0.226645,98,0.48018,2.8733,0.00707
basic,1680,5,10,0.07039,2.0,0.14078,0.205872,99,0.50398,2.82661,0.00827
basic,1680,5,10,0.07039,3.0,0.21117,0.170138,98,0.56834,2.76011,0.01028
basic,1680,5,10,0.07039,5.0,0.35195,0.122456,96,0.62395,2.51539,0.01471
basic,1680,5,10,0.07039,8.0,0.56312,0.081384,100,0.6651,2.06073,0.02071
basic,1680,5,10,0.14532,0.5,0.07266,0.341595,97,0.30733,2.90911,0.00587
basic,1680,5,10,0.14532,1.0,0.14532,0.270369,100,0.40446,2.8836,0.00723
basic,1680,5,10,0.14532,1.5,0.21797,0.257481,100,0.3933,2.8746,0.00685
basic,1680,5,10,0.14532,2.0,0.29063,0.232223,100,0.42066,2.85548,0.00715
basic,1680,5,10,0.14532,3.0,0.43595,0.187039,100,0.50911,2.79061,0.0092
basic,1680,5,10,0.14532,5.0,0.72658,0.687377,100,0.14502,2.6036,0.00715
basic,1680,5,10,0.14532,8.0,1.16253,0.999308,50,0.00962,1.2987,0.00474
basic,1680,5,10,0.3,0.5,0.15,1.0,22,0.03617,2.53567,0.0053
basic,1680,5,10,0.3,1.0,0.3,1.0,19,0.00804,1.02776,0.00476
basic,1680,5,10,0.3,1.5,0.45,1.0,23,0.00813,1.05511,0.00502
basic,1680,5,10,0.3,2.0,0.6,1.0,8,0.00808,1.00847,0.00512
basic,1680,5,10,0.3,3.0,0.9,1.0,18,0.00795,1.00393,0.00506
basic,1680,5,10,0.3,5.0,1.5,1.0,16,0.00828,1.03521,0.00492
basic,1680,5,10,0.3,8.0,2.4,1.0,21,0.00831,1.02114,0.00499
basic,1680,5,20,0.008,0.5,0.004,0.321981,40,0.33846,4.81013,0.00398
basic,1680,5,20,0.008,1.0,0.008,0.254984,34,0.43683,4.76922,0.00455
basic,1680,5,20,0.008,1.5,0.012,0.215866,33,0.50775,4.72473,0.00517
basic,1680,5,20,0.008,2.0,0.016,0.186944,35,0.54637,4.63394,0.00592
basic,1680,5,20,0.008,3.0,0.024,0.139783,47,0.60365,4.34684,0.00841
basic,1680,5,20,0.008,5.0,0.04,0.064518,100,0.6764,3.07928,0.01488
basic,1680,5,20,0.008,8.0,0.064,0.00011,97,0.70296,0.0081,0.02324
basic,1680,5,20,0.01652,0.5,0.00826,0.327093,17,0.33673,4.83094,0.00356
basic,1680,5,20,0.01652,1.0,0.01652,0.260014,18,0.43645,4.7615,0.00475
basic,1680,5,20,0.01652,1.5,0.02477,0.215247,36,0.49386,4.72288,0.00509
basic,1680,5,20,0.01652,2.0,0.03303,0.190412,78,0.53544,4.62856,0.00583
basic,1680,5,20,0.01652,3.0,0.04955,0.147927,75,0.5995,4.44222,0.00742
basic,1680,5,20,0.01652,5.0,0.08258,0.083323,89,0.66291,3.53602,0.01282
basic,1680,5,20,0.01652,8.0,0.13213,0.00012,93,0.6996,0.01087,0.0232
basic,1680,5,20,0.0341,0.5,0.01705,0.332085,11,0.33103,4.82475,0.00375
basic,1680,5,20,0.0341,1.0,0.0341,0.258008,94,0.43667,4.76767,0.00456
basic,1680,5,20,0.0341,1.5,0.05114,0.218626,93,0.49133,4.73119,0.00493
basic,1680,5,20,0.0341,2.0,0.06819,0.184955,100,0.53512,4.61666,0.0062
basic,1680,5,20,0.0341,3.0,0.10229,0.145492,94,0.59475,4.39419,0.00784
basic,1680,5,20,0.0341,5.0,0.17048,0.079501,99,0.6576,3.42245,0.01352
basic,1680,5,20,0.0341,8.0,0.27277,0.000149,100,0.69696,0.00955,0.02308
basic,1680,5,20,0.07039,0.5,0.03519,0.338045,92,0.31874,4.83251,0.00392
basic,1680,5,20,0.07039,1.0,0.07039,0.270786,85,0.41724,4.77824,0.00433
basic,1680,5,20,0.07039,1.5,0.10558,0.222729,91,0.48487,4.70916,0.00521
basic,1680,5,20,0.07039,2.0,0.14078,0.197994,98,0.52322,4.66705,0.00546
basic,1680,5,20,0.07039,3.0,0.21117,0.155222,100,0.57136,4.48094,0.00718
basic,1680,5,20,0.07039,5.0,0.35195,0.105167,100,0.62543,3.81605,0.01103
basic,1680,5,20,0.07039,8.0,0.56312,0.00021,100,0.69966,0.04348,0.02348
basic,1680,5,20,0.14532,0.5,0.07266,0.351671,98,0.30212,4.83869,0.00362
basic,1680,5,20,0.14532,1.0,0.14532,0.277652,99,0.40185,4.779,0.0044
basic,1680,5,20,0.14532,1.5,0.21797,0.23639,97,0.45601,4.73107,0.005
basic,1680,5,20,0.14532,2.0,0.29063,0.211073,98,0.48321,4.67211,0.00551
basic,1680,5,20,0.14532,3.0,0.43595,0.187041,100,0.49843,4.55779,0.00632
basic,1680,5,20,0.14532,5.0,0.72658,0.456443,100,0.30021,3.85211,0.00836
basic,1680,5,20,0.14532,8.0,1.16253,0.069094,100,0.43492,0.64082,0.0193
basic,1680,5,20,0.3,0.5,0.15,0.760054,100,0.11105,4.68918,0.00321
basic,1680,5,20,0.3,1.0,0.3,1.0,25,0.00789,1.90791,0.00269
basic,1680,5,20,0.3,1.5,0.45,1.0,26,0.00754,1.96386,0.00265
basic,1680,5,20,0.3,2.0,0.6,1.0,12,0.00727,2.0643,0.00272
basic,1680,5,20,0.3,3.0,0.9,1.0,11,0.0077,2.00329,0.00266
basic,1680,5,20,0.3,5.0,1.5,1.0,15,0.00774,1.96943,0.00268
basic,1680,5,20,0.3,8.0,2.4,1.0,20,0.00755,1.87931,0.00254
basic,1680,20,5,0.008,0.5,0.004,0.076633,26,0.36356,1.21192,0.01012
basic,1680,20,5,0.008,1.0,0.008,0.056955,19,0.47073,1.193,0.01214
basic,1680,20,5,0.008,1.5,0.012,0.048768,18,0.5287,1.18489,0.01234
basic,1680,20,5,0.008,2.0,0.016,0.041746,17,0.56897,1.17304,0.01365
basic,1680,20,5,0.008,3.0,0.024,0.033257,58,0.62074,1.12011,0.01919
basic,1680,20,5,0.008,5.0,0.04,0.023324,71,0.68051,1.03592,0.02493
basic,1680,20,5,0.008,8.0,0.064,0.015003,90,0.72982,0.85772,0.03475
basic,1680,20,5,0.01652,0.5,0.00826,0.077478,17,0.36693,1.21346,0.00978
basic,1680,20,5,0.01652,1.0,0.01652,0.057155,26,0.4665,1.20176,0.01112
basic,1680,20,5,0.01652,1.5,0.02477,0.047386,10,0.5232,1.18173,0.0136
basic,1680,20,5,0.01652,2.0,0.03303,0.041891,15,0.56978,1.17061,0.01403
basic,1680,20,5,0.01652,3.0,0.04955,0.033897,68,0.61693,1.12668,0.01797
basic,1680,20,5,0.01652,5.0,0.08258,0.023446,98,0.67911,1.03636,0.02442
basic,1680,20,5,0.01652,8.0,0.13213,0.014498,95,0.72304,0.84134,0.03615
basic,1680,20,5,0.0341,0.5,0.01705,0.077013,6,0.35391,1.20979,0.01001
basic,1680,20,5,0.0341,1.0,0.0341,0.057737,23,0.46594,1.19564,0.01176
basic,1680,20,5,0.0341,1.5,0.05114,0.047729,89,0.52462,1.18434,0.01268
basic,1680,20,5,0.0341,2.0,0.06819,0.041566,83,0.56124,1.15703,0.01598
basic,1680,20,5,0.0341,3.0,0.10229,0.033436,99,0.62608,1.12205,0.01896
basic,1680,20,5,0.0341,5.0,0.17048,0.024083,95,0.67529,1.05717,0.02245
basic,1680,20,5,0.0341,8.0,0.27277,0.013722,99,0.71848,0.8179,0.03721
basic,1680,20,5,0.07039,0.5,0.03519,0.07701,94,0.35857,1.21179,0.01001
basic,1680,20,5,0.07039,1.0,0.07039,0.057572,100,0.46,1.19647,0.01099
basic,1680,20,5,0.07039,1.5,0.10558,0.04787,98,0.5166,1.17776,0.01356
basic,1680,20,5,0.07039,2.0,0.14078,0.042352,95,0.55428,1.16205,0.01473
basic,1680,20,5,0.07039,3.0,0.21117,0.03423,99,0.60935,1.12589,0.01732
basic,1680,20,5,0.07039,5.0,0.35195,0.024146,100,0.66021,1.03636,0.02428
basic,1680,20,5,0.07039,8.0,0.56312,0.014503,100,0.707,0.82305,0.0369
basic,1680,20,5,0.14532,0.5,0.07266,0.080017,100,0.3444,1.2117,0.01038
basic,1680,20,5,0.14532,1.0,0.14532,0.059539,100,0.44537,1.20108,0.01077
basic,1680,20,5,0.14532,1.5,0.21797,0.048465,100,0.51036,1.18996,0.01215
basic,1680,20,5,0.14532,2.0,0.29063,0.041775,100,0.54721,1.16836,0.0141
basic,1680,20,5,0.14532,3.0,0.43595,0.033684,100,0.58755,1.10617,0.02001
basic,1680,20,5,0.14532,5.0,0.72658,0.025407,100,0.64377,1.02616,0.02481
basic,1680,20,5,0.14532,8.0,1.16253,0.020107,100,0.58257,0.86327,0.03194
basic,1680,20,5,0.3,0.5,0.15,0.080034,98,0.34057,1.21177,0.01019
basic,1680,20,5,0.3,1.0,0.3,0.061407,99,0.42433,1.20419,0.01086
basic,1680,20,5,0.3,1.5,0.45,0.054518,100,0.41587,1.18973,0.01105
basic,1680,20,5,0.3,2.0,0.6,0.045973,100,0.49854,1.17302,0.01313
basic,1680,20,5,0.3,3.0,0.9,0.155791,100,0.3456,1.13349,0.01423
basic,1680,20,5,0.3,5.0,1.5,0.941006,29,0.00297,0.32002,0.00697
basic,1680,20,5,0.3,8.0,2.4,0.779522,38,0.00321,0.32928,0.00772
basic,1680,20,10,0.008,0.5,0.004,0.074696,27,0.37167,1.43763,0.00668
basic,1680,20,10,0.008,1.0,0.008,0.056564,24,0.46799,1.41583,0.0081
basic,1680,20,10,0.008,1.5,0.012,0.046078,23,0.53044,1.39279,0.0092
basic,1680,20,10,0.008,2.0,0.016,0.039693,23,0.57171,1.36277,0.01065
basic,1680,20,10,0.008,3.0,0.024,0.031602,25,0.62489,1.28279,0.0139
basic,1680,20,10,0.008,5.0,0.04,0.019897,52,0.67864,1.112,0.01892
basic,1680,20,10,0.008,8.0,0.064,0.007264,100,0.7315,0.5804,0.03088
basic,1680,20,10,0.01652,0.5,0.00826,0.076293,17,0.35785,1.44046,0.00679
basic,1680,20,10,0.01652,1.0,0.01652,0.056288,13,0.46814,1.4235,0.00754
basic,1680,20,10,0.01652,1.5,0.02477,0.045876,12,0.52657,1.39463,0.00938
basic,1680,20,10,0.01652,2.0,0.03303,0.039476,83,0.57349,1.35544,0.01102
basic,1680,20,10,0.01652,3.0,0.04955,0.030785,67,0.62412,1.284,0.01385
basic,1680,20,10,0.01652,5.0,0.08258,0.02014,99,0.67693,1.11422,0.01931
basic,1680,20,10,0.01652,8.0,0.13213,0.007908,100,0.72399,0.65493,0.02923
basic,1680,20,10,0.0341,0.5,0.01705,0.07594,33,0.36611,1.44441,0.00656
basic,1680,20,10,0.0341,1.0,0.0341,0.056382,100,0.4579,1.4114,0.00844
basic,1680,20,10,0.0341,1.5,0.05114,0.0464,28,0.5334,1.38156,0.00975
basic,1680,20,10,0.0341,2.0,0.06819,0.039247,97,0.56111,1.34435,0.01185
basic,1680,20,10,0.0341,3.0,0.10229,0.0312,100,0.6101,1.2739,0.01395
basic,1680,20,10,0.0341,5.0,0.17048,0.019854,100,0.67471,1.08959,0.01951
basic,1680,20,10,0.0341,8.0,0.27277,0.008615,100,0.72049,0.67937,0.02822
basic,1680,20,10,0.07039,0.5,0.03519,0.076451,86,0.35501,1.44628,0.00627
basic,1680,20,10,0.07039,1.0,0.07039,0.057803,95,0.45508,1.42277,0.00753
basic,1680,20,10,0.07039,1.5,0.10558,0.046753,95,0.51179,1.40015,0.00906
basic,1680,20,10,0.07039,2.0,0.14078,0.040618,97,0.56082,1.3691,0.01009
basic,1680,20,10,0.07039,3.0,0.21117,0.030958,97,0.61257,1.27794,0.01407
basic,1680,20,10,0.07039,5.0,0.35195,0.019981,100,0.66753,1.08223,0.02003
basic,1680,20,10,0.07039,8.0,0.56312,0.006429,100,0.7154,0.54654,0.03149
basic,1680,20,10,0.14532,0.5,0.07266,0.078766,96,0.34211,1.45337,0.00612
basic,1680,20,10,0.14532,1.0,0.14532,0.056165,100,0.44967,1.41781,0.00816
basic,1680,20,10,0.14532,1.5,0.21797,0.047964,99,0.50401,1.40029,0.00876
basic,1680,20,10,0.14532,2.0,0.29063,0.039966,97,0.54013,1.34992,0.011
basic,1680,20,10,0.14532,3.0,0.43595,0.031274,99,0.592,1.26967,0.01399
basic,1680,20,10,0.14532,5.0,0.72658,0.019159,99,0.63972,1.07715,0.01953
basic,1680,20,10,0.14532,8.0,1.16253,0.009516,99,0.68806,0.70386,0.02728
basic,1680,20,10,0.3,0.5,0.15,0.085409,100,0.29501,1.46122,0.00538
basic,1680,20,10,0.3,1.0,0.3,0.061692,99,0.39717,1.43476,0.0068
basic,1680,20,10,0.3,1.5,0.45,0.047857,99,0.47869,1.40045,0.00865
basic,1680,20,10,0.3,2.0,0.6,0.046281,100,0.43282,1.36783,0.00928
basic,1680,20,10,0.3,3.0,0.9,0.066965,100,0.34595,1.27708,0.01129
basic,1680,20,10,0.3,5.0,1.5,0.780022,44,0.0036,0.31439,0.00443
basic,1680,20,10,0.3,8.0,2.4,0.830517,54,0.00308,0.375,0.00439
basic,1680,20,20,0.008,0.5,0.004,0.075482,36,0.36797,1.91185,0.00426
basic,1680,20,20,0.008,1.0,0.008,0.055541,32,0.47333,1.85284,0.00562
basic,1680,20,20,0.008,1.5,0.012,0.045543,31,0.52702,1.80024,0.00685
basic,1680,20,20,0.008,2.0,0.016,0.038132,31,0.56247,1.72417,0.0082
basic,1680,20,20,0.008,3.0,0.024,0.027423,52,0.61733,1.57747,0.01048
basic,1680,20,20,0.008,5.0,0.04,0.01141,100,0.67451,0.99214,0.01694
basic,1680,20,20,0.008,8.0,0.064,0.000109,91,0.70224,0.01761,0.02311
basic,1680,20,20,0.01652,0.5,0.00826,0.075586,19,0.37033,1.90698,0.00439
basic,1680,20,20,0.01652,1.0,0.01652,0.056631,21,0.46413,1.86384,0.00531
basic,1680,20,20,0.01652,1.5,0.02477,0.045392,32,0.52971,1.79036,0.00687
basic,1680,20,20,0.01652,2.0,0.03303,0.038483,94,0.56096,1.75485,0.00746
basic,1680,20,20,0.01652,3.0,0.04955,0.026894,99,0.61569,1.5617,0.01076
basic,1680,20,20,0.01652,5.0,0.08258,0.013522,99,0.67386,1.1195,0.01558
basic,1680,20,20,0.01652,8.0,0.13213,0.000116,88,0.693,0.01413,0.02347
basic,1680,20,20,0.0341,0.5,0.01705,0.076832,21,0.361,1.9177,0.00419
basic,1680,20,20,0.0341,1.0,0.0341,0.056136,79,0.46655,1.85683,0.00561
basic,1680,20,20,0.0341,1.5,0.05114,0.045257,80,0.52169,1.79927,0.00681
basic,1680,20,20,0.0341,2.0,0.06819,0.038605,94,0.56062,1.73427,0.0079
basic,1680,20,20,0.0341,3.0,0.10229,0.028491,91,0.61175,1.61282,0.00974
